timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1613640890692,162,https://rswapplication2.eu-west.philips-healthsuite.com/SD/views/common/SDleftpane.html,200,OK,Thread Group 1-1,text,true,,5405,494,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/SD/views/common/SDleftpane.html,162,0,0
1613640890859,162,https://rswapplication2.eu-west.philips-healthsuite.com/Script/App/dashboard-resize.js?_=1613565830713,200,OK,Thread Group 1-1,text,true,,5425,612,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/Script/App/dashboard-resize.js?_=1613565830713,161,0,0
1613640891023,180,https://rswapplication2.eu-west.philips-healthsuite.com/getMaxTabsOpened.do,200,OK,Thread Group 1-1,text,true,,5378,482,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/getMaxTabsOpened.do,179,0,0
1613640891206,166,https://rswapplication2.eu-west.philips-healthsuite.com/systemDashboardFilterSearch/true.do,200,OK,Thread Group 1-1,text,true,,5410,582,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/systemDashboardFilterSearch/true.do,166,0,0
1613640891373,160,https://rswapplication2.eu-west.philips-healthsuite.com/systemDashboardFilters.do,200,OK,Thread Group 1-1,text,true,,5384,488,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/systemDashboardFilters.do,160,0,0
1613640891534,161,https://rswapplication2.eu-west.philips-healthsuite.com/systemDashboardFiltersData.do,200,OK,Thread Group 1-1,text,true,,5384,492,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/systemDashboardFiltersData.do,161,0,0
1613640891697,174,https://rswapplication2.eu-west.philips-healthsuite.com/LocationDataFromDB.do,200,OK,Thread Group 1-1,text,true,,5380,484,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/LocationDataFromDB.do,173,0,0
1613640891872,159,https://rswapplication2.eu-west.philips-healthsuite.com/userFilterPreference.do,200,OK,Thread Group 1-1,text,true,,5378,486,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/userFilterPreference.do,159,0,0
1613640890161,1844,Click on System Dashboard,200,"Number of samples in transaction : 11, number of failing samples : 0",Thread Group 1-1,,true,,59363,5693,1,1,null,1841,27,0
1613640892032,162,https://rswapplication2.eu-west.philips-healthsuite.com/SD/modules/SystemOverview/views/SDsystemOverview.html,200,OK,Thread Group 1-1,text,true,,5432,516,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/SD/modules/SystemOverview/views/SDsystemOverview.html,162,0,0
1613640892195,159,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/system-details-header/views/system-details-header.component.html,200,OK,Thread Group 1-1,text,true,,5461,545,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/system-details-header/views/system-details-header.component.html,159,0,0
1613640892356,170,https://rswapplication2.eu-west.philips-healthsuite.com/SystemDetailsDropdownData.do?stateLoc=RMW,200,OK,Thread Group 1-1,text,true,,5406,504,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/SystemDetailsDropdownData.do?stateLoc=RMW,170,0,0
1613640892528,172,https://rswapplication2.eu-west.philips-healthsuite.com/fetchBlueBannerDetails.do?systemUID=00007,200,OK,Thread Group 1-1,text,true,,5410,504,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/fetchBlueBannerDetails.do?systemUID=00007,168,0,0
1613640892702,188,https://rswapplication2.eu-west.philips-healthsuite.com/shared/modules/magnet-monitoring/views/magnet-monitoring-dashboard.html,200,OK,Thread Group 1-1,text,true,,5450,534,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/shared/modules/magnet-monitoring/views/magnet-monitoring-dashboard.html,188,0,0
1613640892891,161,https://rswapplication2.eu-west.philips-healthsuite.com/fetchBlueBannerDetails.do?systemUID=00007,200,OK,Thread Group 1-1,text,true,,5406,504,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/fetchBlueBannerDetails.do?systemUID=00007,161,0,0
1613640893054,160,https://rswapplication2.eu-west.philips-healthsuite.com/systemlock/00007/true/vinayak.naik.do,200,OK,Thread Group 1-1,text,true,,5422,584,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/systemlock/00007/true/vinayak.naik.do,160,0,0
1613640893216,161,https://rswapplication2.eu-west.philips-healthsuite.com/GetSystemFlag.do?systemUID=00007,200,OK,Thread Group 1-1,text,true,,5401,495,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/GetSystemFlag.do?systemUID=00007,161,0,0
1613640893379,159,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/site-logs/views/site-logs.component.html,200,OK,Thread Group 1-1,text,true,,5437,521,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/site-logs/views/site-logs.component.html,159,0,0
1613640893539,158,https://rswapplication2.eu-west.philips-healthsuite.com/fetchGeneratedPlots.do,200,OK,Thread Group 1-1,text,true,,5388,963,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/fetchGeneratedPlots.do,158,0,0
1613640893698,161,https://rswapplication2.eu-west.philips-healthsuite.com/SiteLogs.do,200,OK,Thread Group 1-1,text,true,,5381,626,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/SiteLogs.do,161,0,0
1613640893860,161,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/sd-action-history/views/sd-action-history.component.html,200,OK,Thread Group 1-1,text,true,,5453,537,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/sd-action-history/views/sd-action-history.component.html,161,0,0
1613640894023,159,https://rswapplication2.eu-west.philips-healthsuite.com/historicalcases/00007/PHC-192168230023/RDW.do,200,OK,Thread Group 1-1,text,true,,5419,508,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/historicalcases/00007/PHC-192168230023/RDW.do,159,0,0
1613640894184,158,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/create-comment-case/views/createCommentCase.html,200,OK,Thread Group 1-1,text,true,,5445,529,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/create-comment-case/views/createCommentCase.html,158,0,0
1613640894343,167,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/sd-comment-case/views/sd-comment-case.html,200,OK,Thread Group 1-1,text,true,,5435,523,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/shared/components/sd-comment-case/views/sd-comment-case.html,167,0,0
1613640894511,161,https://rswapplication2.eu-west.philips-healthsuite.com/actionhistory/00007.do,200,OK,Thread Group 1-1,text,true,,5386,485,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/actionhistory/00007.do,161,0,0
1613640894673,156,https://rswapplication2.eu-west.philips-healthsuite.com/notification/info?t=1613565871587,200,OK,Thread Group 1-1,text,true,,639,466,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/notification/info?t=1613565871587,156,0,0
1613640894832,161,https://rswapplication2.eu-west.philips-healthsuite.com/historicalCommentsAndCases.do?systemUID=00007&caseTitle=MR%20Helium&fromDate=2020-02-18&toDate=2021-02-17,200,OK,Thread Group 1-1,text,true,,5504,566,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/historicalCommentsAndCases.do?fromDate=2020-02-18&toDate=2021-02-17&caseTitle=MR+Helium&systemUID=00007,161,0,0
1613640895038,168,https://rswapplication2.eu-west.philips-healthsuite.com/historicalCommentsAndCases.do?systemUID=00007&caseTitle=MR%20Cooling&fromDate=2020-02-18&toDate=2021-02-17,200,OK,Thread Group 1-1,text,true,,5505,567,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/historicalCommentsAndCases.do?fromDate=2020-02-18&toDate=2021-02-17&caseTitle=MR+Cooling&systemUID=00007,168,0,0
1613640895209,161,https://rswapplication2.eu-west.philips-healthsuite.com/notification/682/qt53lyqb/xhr_streaming?t=1613565872453,200,OK,Thread Group 1-1,text,true,,542,572,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/notification/682/qt53lyqb/xhr_streaming,161,0,0
1613640892032,3263,Click on any System,200,"Number of samples in transaction : 20, number of failing samples : 0",Thread Group 1-1,,true,,98922,11049,1,1,null,3259,75,0
1613640895372,162,https://rswapplication2.eu-west.philips-healthsuite.com/SD/modules/SystemOverview/views/SDsystemOverviewPartial.html,200,OK,Thread Group 1-1,text,true,,5435,523,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/SD/modules/SystemOverview/views/SDsystemOverviewPartial.html,162,0,0
1613640895537,163,https://rswapplication2.eu-west.philips-healthsuite.com/SystemOverview/00007.do?version=1613565907389,200,OK,Thread Group 1-1,text,true,,5415,508,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/SystemOverview/00007.do?version=1613565907389,163,0,0
1613640895703,160,https://rswapplication2.eu-west.philips-healthsuite.com/actionhistory/00007.do,200,OK,Thread Group 1-1,text,true,,5386,485,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/actionhistory/00007.do,160,0,0
1613640895866,161,https://rswapplication2.eu-west.philips-healthsuite.com/NotesArchive/00007.do,200,OK,Thread Group 1-1,text,true,,5385,484,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/NotesArchive/00007.do,160,0,0
1613640896030,161,https://rswapplication2.eu-west.philips-healthsuite.com/historicalcases/00007/PHC-192168230023/RDW.do,200,OK,Thread Group 1-1,text,true,,5419,508,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/historicalcases/00007/PHC-192168230023/RDW.do,161,0,0
1613640895371,807,Open System Overview page,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-1,,true,,27040,2508,1,1,null,806,15,0
1613640896194,164,https://rswapplication2.eu-west.philips-healthsuite.com/Pages/SystemOverview/History/systemHistory.html,200,OK,Thread Group 1-1,text,true,,5417,510,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/Pages/SystemOverview/History/systemHistory.html,163,0,0
1613640896359,162,https://rswapplication2.eu-west.philips-healthsuite.com/historicalalerts/00007.do,200,OK,Thread Group 1-1,text,true,,5389,488,1,1,https://rswapplication2.eu-west.philips-healthsuite.com/historicalalerts/00007.do,161,0,0
1613640896193,326,Click on System History,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,10806,998,1,1,null,324,3,0
